,beta,tau,length
0,0.016210668556190345,0.05112859730583795,0.6648105803747163
1,0.016210668556190345,0.05112859730583795,0.6648105803747163
2,0.016210668556190345,0.05112859730583795,0.6648105803747163
3,0.016210668556190345,0.05112859730583795,0.6648105803747163
4,0.016210668556190345,0.05112859730583795,0.6648105803747163
5,0.016210668556190345,0.05112859730583795,0.6648105803747163
6,0.016210668556190345,0.05112859730583795,0.6648105803747163
7,0.016210668556190345,0.05112859730583795,0.6648105803747163
8,0.016210668556190345,0.05112859730583795,0.6648105803747163
9,0.016210668556190345,0.05112859730583795,0.6648105803747163
10,0.016210668556190345,0.05112859730583795,0.6648105803747163
