,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,25,0.1250872307634491,10,36,71,0.4,36,rough,10
1,1,1,24,0.2563634570668338,19,36,71,0.4,36,rough,10
2,2,2,23,0.6884233521894627,48,36,71,0.4,36,rough,10
3,3,3,22,0.6302775513280877,46,36,71,0.4,36,rough,10
4,4,4,21,0.4954097958895342,37,36,71,0.4,36,rough,10
5,5,5,23,0.6884233521894627,49,36,71,0.4,36,rough,10
6,6,6,24,0.2563634570668338,19,36,71,0.4,36,rough,10
7,7,7,23,0.6884233521894627,49,36,71,0.4,36,rough,10
8,8,8,22,0.6302775513280877,46,36,71,0.4,36,rough,10
9,9,9,21,0.4954097958895342,35,36,71,0.4,36,rough,10
10,10,10,23,0.6884233521894627,49,36,71,0.4,36,rough,10
