,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,27,0.6876939662487835,51,35,74,0,15,rough,10
1,1,1,26,0.0352708654411796,3,35,74,0,15,rough,10
2,2,2,28,0.7870925015637397,55,35,74,0,15,rough,10
3,3,3,29,0.3296021588141457,26,35,74,0,15,rough,10
4,4,4,30,0.1375575494981467,10,35,74,0,15,rough,10
5,5,5,28,0.7870925015637397,58,35,74,0,15,rough,10
6,6,6,27,0.6876939662487835,50,35,74,0,15,rough,10
7,7,7,29,0.3296021588141457,25,35,74,0,15,rough,10
8,8,8,28,0.7870925015637397,59,35,74,0,15,rough,10
9,9,9,27,0.6876939662487835,51,35,74,0,15,rough,10
10,10,10,28,0.7870925015637397,59,35,74,0,15,rough,10
