,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,14,0.0410856261702923,4,34,76,1,65,rough,10
1,1,1,15,0.2314923666884107,17,34,76,1,65,rough,10
2,2,2,16,0.0792769550524425,8,34,76,1,65,rough,10
3,3,3,17,0.6284445147034865,48,34,76,1,65,rough,10
4,4,4,18,0.7498194276422357,57,34,76,1,65,rough,10
5,5,5,19,0.2711232526705856,23,34,76,1,65,rough,10
6,6,6,18,0.7498194276422357,57,34,76,1,65,rough,10
7,7,7,17,0.6284445147034865,48,34,76,1,65,rough,10
8,8,8,20,0.266112785525728,20,34,76,1,65,rough,10
9,9,9,18,0.7498194276422357,57,34,76,1,65,rough,10
10,10,10,17,0.6284445147034865,49,34,76,1,65,rough,10
