,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,16,0.2965374464171663,23,26,80,1,70,smooth,10
1,1,1,15,0.0701908679552956,7,26,80,1,70,smooth,10
2,2,2,17,0.619580551738059,49,26,80,1,70,smooth,10
3,3,3,18,0.913144800128626,74,26,80,1,70,smooth,10
4,4,4,19,1.0,82,26,80,1,70,smooth,10
5,5,5,20,0.8696621929072221,68,26,80,1,70,smooth,10
6,6,6,19,1.0,81,26,80,1,70,smooth,10
7,7,7,18,0.913144800128626,73,26,80,1,70,smooth,10
8,8,8,17,0.619580551738059,51,26,80,1,70,smooth,10
9,9,9,19,1.0,79,26,80,1,70,smooth,10
10,10,10,18,0.913144800128626,74,26,80,1,70,smooth,10
