,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,27,0.6276551279619781,46,34,75,0.6,233,rough,10
1,1,1,28,0.4964185240137967,37,34,75,0.6,233,rough,10
2,2,2,26,0.5312093373283556,38,34,75,0.6,233,rough,10
3,3,3,29,0.5067742894605382,38,34,75,0.6,233,rough,10
4,4,4,25,0.4296481862376541,33,34,75,0.6,233,rough,10
5,5,5,30,0.3572727283854258,27,34,75,0.6,233,rough,10
6,6,6,24,0.1782612047673113,15,34,75,0.6,233,rough,10
7,7,7,27,0.6276551279619781,48,34,75,0.6,233,rough,10
8,8,8,28,0.4964185240137967,38,34,75,0.6,233,rough,10
9,9,9,26,0.5312093373283556,38,34,75,0.6,233,rough,10
10,10,10,29,0.5067742894605382,37,34,75,0.6,233,rough,10
