,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,19,0.3825851950026677,25,30,64,1,258,smooth,10
1,1,1,20,0.3790120233346004,25,30,64,1,258,smooth,10
2,2,2,21,0.2578088551559046,17,30,64,1,258,smooth,10
3,3,3,18,0.305816068624949,19,30,64,1,258,smooth,10
4,4,4,17,0.1959124468097564,13,30,64,1,258,smooth,10
5,5,5,16,0.0794299812367304,6,30,64,1,258,smooth,10
6,6,6,15,0.0,0,30,64,1,258,smooth,10
7,7,7,22,0.1046956587339463,5,30,64,1,258,smooth,10
8,8,8,23,0.0394232141077935,3,30,64,1,258,smooth,10
9,9,9,24,0.0538404900081984,3,30,64,1,258,smooth,10
10,10,10,25,0.0752226457864387,6,30,64,1,258,smooth,10
