,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,29,0.3831773531102703,29,6,78,0.4,14,rough,10
1,1,1,28,0.293347055914774,22,6,78,0.4,14,rough,10
2,2,2,30,0.3024807842952647,24,6,78,0.4,14,rough,10
3,3,3,27,0.4830834947879356,38,6,78,0.4,14,rough,10
4,4,4,26,0.9763356965186142,77,6,78,0.4,14,rough,10
5,5,5,25,1.0,78,6,78,0.4,14,rough,10
6,6,6,24,0.6590812806609082,52,6,78,0.4,14,rough,10
7,7,7,23,0.2323678397811582,17,6,78,0.4,14,rough,10
8,8,8,25,1.0,77,6,78,0.4,14,rough,10
9,9,9,26,0.9763356965186142,76,6,78,0.4,14,rough,10
10,10,10,25,1.0,78,6,78,0.4,14,rough,10
