,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,12,0.433641137234982,28,20,64,1,185,smooth,10
1,1,1,13,0.3473188344611166,24,20,64,1,185,smooth,10
2,2,2,11,0.4970772499780818,31,20,64,1,185,smooth,10
3,3,3,10,0.4960656156447567,33,20,64,1,185,smooth,10
4,4,4,9,0.3402870283338342,21,20,64,1,185,smooth,10
5,5,5,14,0.2224073663214069,14,20,64,1,185,smooth,10
6,6,6,15,0.1578957841269585,10,20,64,1,185,smooth,10
7,7,7,16,0.2463619576073217,18,20,64,1,185,smooth,10
8,8,8,17,0.432799625411233,27,20,64,1,185,smooth,10
9,9,9,18,0.6511280457304155,41,20,64,1,185,smooth,10
10,10,10,19,0.8657050895916107,57,20,64,1,185,smooth,10
