,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,27,0.6047962679518347,38,13,64,0,24,rough,10
1,1,1,26,0.5981090253993594,37,13,64,0,24,rough,10
2,2,2,25,0.835059450382272,55,13,64,0,24,rough,10
3,3,3,28,0.6362072306555834,40,13,64,0,24,rough,10
4,4,4,29,0.4980585090806146,31,13,64,0,24,rough,10
5,5,5,24,0.8578289439670664,56,13,64,0,24,rough,10
6,6,6,23,0.6873480977629163,44,13,64,0,24,rough,10
7,7,7,22,0.2799582115794313,16,13,64,0,24,rough,10
8,8,8,25,0.835059450382272,54,13,64,0,24,rough,10
9,9,9,26,0.5981090253993594,37,13,64,0,24,rough,10
10,10,10,25,0.835059450382272,55,13,64,0,24,rough,10
