,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,8,0.4501187392193389,36,31,79,0.8,209,rough,10
1,1,1,9,0.2716317140482333,22,31,79,0.8,209,rough,10
2,2,2,7,0.6433835320897964,51,31,79,0.8,209,rough,10
3,3,3,6,0.9768013552482584,77,31,79,0.8,209,rough,10
4,4,4,5,1.0,80,31,79,0.8,209,rough,10
5,5,5,4,0.4897322865532834,39,31,79,0.8,209,rough,10
6,6,6,3,0.4409085103028616,34,31,79,0.8,209,rough,10
7,7,7,2,0.5289763881655387,41,31,79,0.8,209,rough,10
8,8,8,1,0.5518513724643906,45,31,79,0.8,209,rough,10
9,9,9,7,0.6433835320897964,50,31,79,0.8,209,rough,10
10,10,10,6,0.9768013552482584,77,31,79,0.8,209,rough,10
