,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,13,0.7987810078357164,52,30,66,0.6,201,rough,10
1,1,1,14,0.394429334037108,25,30,66,0.6,201,rough,10
2,2,2,12,0.6739809430179767,43,30,66,0.6,201,rough,10
3,3,3,11,0.7505541501198791,50,30,66,0.6,201,rough,10
4,4,4,15,0.0,0,30,66,0.6,201,rough,10
5,5,5,16,0.0733150834481632,5,30,66,0.6,201,rough,10
6,6,6,11,0.7505541501198791,48,30,66,0.6,201,rough,10
7,7,7,12,0.6739809430179767,46,30,66,0.6,201,rough,10
8,8,8,11,0.7505541501198791,49,30,66,0.6,201,rough,10
9,9,9,12,0.6739809430179767,44,30,66,0.6,201,rough,10
10,10,10,11,0.7505541501198791,52,30,66,0.6,201,rough,10
