,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,5,0.5231708257480453,35,21,65,0,34,rough,10
1,1,1,6,0.3983848755684804,27,21,65,0,34,rough,10
2,2,2,4,0.4539019357465864,31,21,65,0,34,rough,10
3,3,3,7,0.5733019880361118,38,21,65,0,34,rough,10
4,4,4,8,1.0,64,21,65,0,34,rough,10
5,5,5,9,0.8405808456138621,55,21,65,0,34,rough,10
6,6,6,10,0.5683602999938835,37,21,65,0,34,rough,10
7,7,7,11,0.3868276297861786,23,21,65,0,34,rough,10
8,8,8,8,1.0,66,21,65,0,34,rough,10
9,9,9,9,0.8405808456138621,54,21,65,0,34,rough,10
10,10,10,8,1.0,65,21,65,0,34,rough,10
