,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,22,0.7302456119046754,46,28,64,0,6,rough,10
1,1,1,23,0.4264702750244219,26,28,64,0,6,rough,10
2,2,2,21,1.0,64,28,64,0,6,rough,10
3,3,3,24,0.1435071932309629,11,28,64,0,6,rough,10
4,4,4,21,1.0,64,28,64,0,6,rough,10
5,5,5,20,0.9652127306083894,62,28,64,0,6,rough,10
6,6,6,19,0.636846270253349,40,28,64,0,6,rough,10
7,7,7,21,1.0,65,28,64,0,6,rough,10
8,8,8,22,0.7302456119046754,47,28,64,0,6,rough,10
9,9,9,21,1.0,63,28,64,0,6,rough,10
10,10,10,22,0.7302456119046754,47,28,64,0,6,rough,10
