,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,25,0.9040468366975832,60,37,67,1,197,rough,10
1,1,1,24,0.9112850974406668,62,37,67,1,197,rough,10
2,2,2,26,0.9998818439063,68,37,67,1,197,rough,10
3,3,3,27,1.0,68,37,67,1,197,rough,10
4,4,4,28,0.5382380896729512,36,37,67,1,197,rough,10
5,5,5,23,0.7316097803430913,49,37,67,1,197,rough,10
6,6,6,26,0.9998818439063,67,37,67,1,197,rough,10
7,7,7,25,0.9040468366975832,59,37,67,1,197,rough,10
8,8,8,24,0.9112850974406668,60,37,67,1,197,rough,10
9,9,9,27,1.0,67,37,67,1,197,rough,10
10,10,10,26,0.9998818439063,67,37,67,1,197,rough,10
