,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,7,0.0624294832780476,5,12,72,1,242,rough,10
1,1,1,8,0.0645447613341522,4,12,72,1,242,rough,10
2,2,2,9,0.2067939857779011,16,12,72,1,242,rough,10
3,3,3,10,0.3935986560418318,31,12,72,1,242,rough,10
4,4,4,11,0.2801618362029448,18,12,72,1,242,rough,10
5,5,5,12,0.365500324955693,25,12,72,1,242,rough,10
6,6,6,13,0.32109106814837,23,12,72,1,242,rough,10
7,7,7,11,0.2801618362029448,19,12,72,1,242,rough,10
8,8,8,12,0.365500324955693,26,12,72,1,242,rough,10
9,9,9,13,0.32109106814837,23,12,72,1,242,rough,10
10,10,10,14,0.5005065253915096,36,12,72,1,242,rough,10
