,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,23,0.92225292837192,59,0,63,0.6,229,rough,10
1,1,1,24,0.7255729840707091,45,0,63,0.6,229,rough,10
2,2,2,22,0.5436868115669717,33,0,63,0.6,229,rough,10
3,3,3,21,0.7260767069161692,47,0,63,0.6,229,rough,10
4,4,4,25,0.9002294822519872,57,0,63,0.6,229,rough,10
5,5,5,26,1.0,63,0,63,0.6,229,rough,10
6,6,6,27,0.6488557604985616,42,0,63,0.6,229,rough,10
7,7,7,28,0.3210545364539811,20,0,63,0.6,229,rough,10
8,8,8,25,0.9002294822519872,57,0,63,0.6,229,rough,10
9,9,9,26,1.0,62,0,63,0.6,229,rough,10
10,10,10,27,0.6488557604985616,41,0,63,0.6,229,rough,10
