,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,2,0.7859308666434733,50,30,64,0.4,26,rough,10
1,1,1,1,0.7163568605311451,46,30,64,0.4,26,rough,10
2,2,2,3,0.6346208356019586,42,30,64,0.4,26,rough,10
3,3,3,4,0.3686009483489339,24,30,64,0.4,26,rough,10
4,4,4,5,0.2351463942095936,14,30,64,0.4,26,rough,10
5,5,5,6,0.5351885397760904,35,30,64,0.4,26,rough,10
6,6,6,7,0.4032828840409942,26,30,64,0.4,26,rough,10
7,7,7,2,0.7859308666434733,52,30,64,0.4,26,rough,10
8,8,8,1,0.7163568605311451,46,30,64,0.4,26,rough,10
9,9,9,2,0.7859308666434733,49,30,64,0.4,26,rough,10
10,10,10,3,0.6346208356019586,42,30,64,0.4,26,rough,10
