,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,11,0.2801618362029448,19,12,66,0.8,213,rough,10
1,1,1,16,0.9397966312264516,61,12,66,0.8,213,rough,10
2,2,2,17,0.5691311997426599,37,12,66,0.8,213,rough,10
3,3,3,18,0.2540409024827065,16,12,66,0.8,213,rough,10
4,4,4,15,1.0,65,12,66,0.8,213,rough,10
5,5,5,14,0.5005065253915096,33,12,66,0.8,213,rough,10
6,6,6,13,0.32109106814837,21,12,66,0.8,213,rough,10
7,7,7,12,0.365500324955693,24,12,66,0.8,213,rough,10
8,8,8,19,0.4493254030650834,29,12,66,0.8,213,rough,10
9,9,9,20,0.2771509271165339,19,12,66,0.8,213,rough,10
10,10,10,16,0.9397966312264516,61,12,66,0.8,213,rough,10
