,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,1,0.2203362440743158,16,22,73,0.8,218,rough,10
1,1,1,2,0.1697230660453454,12,22,73,0.8,218,rough,10
2,2,2,3,0.6199564506577142,44,22,73,0.8,218,rough,10
3,3,3,4,0.4776840065137722,35,22,73,0.8,218,rough,10
4,4,4,5,0.2031138035872445,15,22,73,0.8,218,rough,10
5,5,5,6,0.4077323639000659,32,22,73,0.8,218,rough,10
6,6,6,7,0.519606885861228,38,22,73,0.8,218,rough,10
7,7,7,8,0.4578336531758908,34,22,73,0.8,218,rough,10
8,8,8,9,0.5878000839880909,42,22,73,0.8,218,rough,10
9,9,9,10,0.4493465956715959,34,22,73,0.8,218,rough,10
10,10,10,11,0.4625407907372721,34,22,73,0.8,218,rough,10
