,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,15,0.1578957841269585,11,20,72,1,257,smooth,10
1,1,1,14,0.2224073663214069,17,20,72,1,257,smooth,10
2,2,2,13,0.3473188344611166,26,20,72,1,257,smooth,10
3,3,3,16,0.2463619576073217,17,20,72,1,257,smooth,10
4,4,4,17,0.432799625411233,32,20,72,1,257,smooth,10
5,5,5,18,0.6511280457304155,48,20,72,1,257,smooth,10
6,6,6,19,0.8657050895916107,63,20,72,1,257,smooth,10
7,7,7,20,1.0,73,20,72,1,257,smooth,10
8,8,8,21,0.9992988013845072,74,20,72,1,257,smooth,10
9,9,9,22,0.9048837591118988,66,20,72,1,257,smooth,10
10,10,10,21,0.9992988013845072,71,20,72,1,257,smooth,10
