,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,2,0.1015405057581725,6,10,72,0.2,53,rough,10
1,1,1,3,0.0955134213624245,9,10,72,0.2,53,rough,10
2,2,2,4,0.2928581753960771,22,10,72,0.2,53,rough,10
3,3,3,5,0.3128088951815799,23,10,72,0.2,53,rough,10
4,4,4,6,0.4235682796501017,32,10,72,0.2,53,rough,10
5,5,5,7,0.5503685628711116,40,10,72,0.2,53,rough,10
6,6,6,8,0.3934294520700327,30,10,72,0.2,53,rough,10
7,7,7,9,0.5177452266633278,38,10,72,0.2,53,rough,10
8,8,8,10,0.9631410498633852,68,10,72,0.2,53,rough,10
9,9,9,11,0.9944976369171052,71,10,72,0.2,53,rough,10
10,10,10,12,0.5389318183899124,39,10,72,0.2,53,rough,10
