,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,16,0.7577169769618892,47,26,60,0.4,42,rough,10
1,1,1,17,0.7194844488392991,43,26,60,0.4,42,rough,10
2,2,2,18,0.5483808770937888,33,26,60,0.4,42,rough,10
3,3,3,19,0.3781944858611388,23,26,60,0.4,42,rough,10
4,4,4,15,0.5133619752290635,32,26,60,0.4,42,rough,10
5,5,5,14,0.4285533298081983,26,26,60,0.4,42,rough,10
6,6,6,13,0.7856241331318052,49,26,60,0.4,42,rough,10
7,7,7,12,0.8205932079295116,50,26,60,0.4,42,rough,10
8,8,8,11,0.5861022044517238,35,26,60,0.4,42,rough,10
9,9,9,10,0.24398761648124,14,26,60,0.4,42,rough,10
10,10,10,9,0.144106363990907,9,26,60,0.4,42,rough,10
