,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,24,0.2567957678917096,21,12,79,0.8,222,rough,10
1,1,1,23,0.3776592151317186,30,12,79,0.8,222,rough,10
2,2,2,22,0.3265430364460686,25,12,79,0.8,222,rough,10
3,3,3,25,0.3015625382890858,24,12,79,0.8,222,rough,10
4,4,4,26,0.237218640360439,19,12,79,0.8,222,rough,10
5,5,5,21,0.1606542644281789,12,12,79,0.8,222,rough,10
6,6,6,23,0.3776592151317186,31,12,79,0.8,222,rough,10
7,7,7,24,0.2567957678917096,23,12,79,0.8,222,rough,10
8,8,8,25,0.3015625382890858,25,12,79,0.8,222,rough,10
9,9,9,23,0.3776592151317186,31,12,79,0.8,222,rough,10
10,10,10,24,0.2567957678917096,20,12,79,0.8,222,rough,10
