,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,5,0.8836367912011707,62,15,70,1,237,rough,10
1,1,1,6,0.7098101457463769,48,15,70,1,237,rough,10
2,2,2,7,0.7658262245616495,52,15,70,1,237,rough,10
3,3,3,8,0.6360666488499358,43,15,70,1,237,rough,10
4,4,4,9,0.5859618548382588,39,15,70,1,237,rough,10
5,5,5,10,0.7818645619232797,54,15,70,1,237,rough,10
6,6,6,11,1.0,70,15,70,1,237,rough,10
7,7,7,10,0.7818645619232797,55,15,70,1,237,rough,10
8,8,8,9,0.5859618548382588,39,15,70,1,237,rough,10
9,9,9,11,1.0,70,15,70,1,237,rough,10
10,10,10,11,1.0,70,15,70,1,237,rough,10
