,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,11,0.5698868188600379,38,16,69,0.2,35,rough,10
1,1,1,12,0.8259330011836916,57,16,69,0.2,35,rough,10
2,2,2,13,0.8688354392856389,61,16,69,0.2,35,rough,10
3,3,3,14,0.9772802961843046,67,16,69,0.2,35,rough,10
4,4,4,15,0.919311733296822,62,16,69,0.2,35,rough,10
5,5,5,16,0.7136920581026946,48,16,69,0.2,35,rough,10
6,6,6,13,0.8688354392856389,59,16,69,0.2,35,rough,10
7,7,7,14,0.9772802961843046,68,16,69,0.2,35,rough,10
8,8,8,15,0.919311733296822,62,16,69,0.2,35,rough,10
9,9,9,12,0.8259330011836916,57,16,69,0.2,35,rough,10
10,10,10,13,0.8688354392856389,59,16,69,0.2,35,rough,10
