,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,2,0.7515699896880876,50,13,66,0,40,rough,10
1,1,1,3,0.6270149631982158,42,13,66,0,40,rough,10
2,2,2,4,0.4736593550193061,32,13,66,0,40,rough,10
3,3,3,5,0.2798554323027923,19,13,66,0,40,rough,10
4,4,4,1,0.8496004955905626,57,13,66,0,40,rough,10
5,5,5,2,0.7515699896880876,48,13,66,0,40,rough,10
6,6,6,1,0.8496004955905626,56,13,66,0,40,rough,10
7,7,7,2,0.7515699896880876,50,13,66,0,40,rough,10
8,8,8,1,0.8496004955905626,55,13,66,0,40,rough,10
9,9,9,2,0.7515699896880876,51,13,66,0,40,rough,10
10,10,10,1,0.8496004955905626,55,13,66,0,40,rough,10
