,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,10,0.2217193210504267,15,23,65,0,52,rough,10
1,1,1,11,0.4389024202496359,30,23,65,0,52,rough,10
2,2,2,12,0.5796059047562273,40,23,65,0,52,rough,10
3,3,3,13,0.7897747313007792,51,23,65,0,52,rough,10
4,4,4,14,0.6859250998356424,44,23,65,0,52,rough,10
5,5,5,15,0.6787040437867742,44,23,65,0,52,rough,10
6,6,6,16,0.8168598723679836,54,23,65,0,52,rough,10
7,7,7,17,0.892074689064824,57,23,65,0,52,rough,10
8,8,8,18,0.6663950864696381,42,23,65,0,52,rough,10
9,9,9,19,0.5039791783503855,34,23,65,0,52,rough,10
10,10,10,17,0.892074689064824,60,23,65,0,52,rough,10
