,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,16,0.1783658367237774,12,4,73,0.4,33,rough,10
1,1,1,17,0.575954269341993,41,4,73,0.4,33,rough,10
2,2,2,18,1.0,71,4,73,0.4,33,rough,10
3,3,3,19,0.7740243607870062,56,4,73,0.4,33,rough,10
4,4,4,20,0.6477820583062025,48,4,73,0.4,33,rough,10
5,5,5,21,0.7702227746304062,56,4,73,0.4,33,rough,10
6,6,6,22,0.3768196209714337,27,4,73,0.4,33,rough,10
7,7,7,19,0.7740243607870062,56,4,73,0.4,33,rough,10
8,8,8,18,1.0,71,4,73,0.4,33,rough,10
9,9,9,17,0.575954269341993,41,4,73,0.4,33,rough,10
10,10,10,19,0.7740243607870062,58,4,73,0.4,33,rough,10
