,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,10,0.6680373901576594,49,28,75,0,55,rough,10
1,1,1,11,0.7203996978707424,55,28,75,0,55,rough,10
2,2,2,12,0.4351451620379443,32,28,75,0,55,rough,10
3,3,3,13,0.5054770096476855,38,28,75,0,55,rough,10
4,4,4,14,0.3222910746306229,23,28,75,0,55,rough,10
5,5,5,11,0.7203996978707424,54,28,75,0,55,rough,10
6,6,6,10,0.6680373901576594,50,28,75,0,55,rough,10
7,7,7,9,0.9368246020200908,68,28,75,0,55,rough,10
8,8,8,8,0.8042491713976032,61,28,75,0,55,rough,10
9,9,9,7,0.3379684085871966,26,28,75,0,55,rough,10
10,10,10,9,0.9368246020200908,68,28,75,0,55,rough,10
