,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,7,0.5788237720667211,38,7,64,0.2,25,rough,10
1,1,1,8,0.4275645547915683,27,7,64,0.2,25,rough,10
2,2,2,9,0.3572286350250081,23,7,64,0.2,25,rough,10
3,3,3,6,0.5936921143923903,37,7,64,0.2,25,rough,10
4,4,4,5,0.0967967653911108,6,7,64,0.2,25,rough,10
5,5,5,4,0.1117052009401304,6,7,64,0.2,25,rough,10
6,6,6,10,0.0834454230739379,6,7,64,0.2,25,rough,10
7,7,7,3,0.4329513106379832,28,7,64,0.2,25,rough,10
8,8,8,2,0.2069207658872486,12,7,64,0.2,25,rough,10
9,9,9,1,0.0,2,7,64,0.2,25,rough,10
10,10,10,7,0.5788237720667211,38,7,64,0.2,25,rough,10
