,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,9,0.7107425431413056,56,2,80,0.2,50,rough,10
1,1,1,8,1.0,79,2,80,0.2,50,rough,10
2,2,2,7,0.9431653125242438,76,2,80,0.2,50,rough,10
3,3,3,10,0.5497138044516832,45,2,80,0.2,50,rough,10
4,4,4,11,0.675571200155954,53,2,80,0.2,50,rough,10
5,5,5,12,0.198356419326273,17,2,80,0.2,50,rough,10
6,6,6,7,0.9431653125242438,75,2,80,0.2,50,rough,10
7,7,7,8,1.0,79,2,80,0.2,50,rough,10
8,8,8,9,0.7107425431413056,57,2,80,0.2,50,rough,10
9,9,9,7,0.9431653125242438,75,2,80,0.2,50,rough,10
10,10,10,8,1.0,79,2,80,0.2,50,rough,10
