,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,24,0.4063879208887522,31,3,79,0.8,228,rough,10
1,1,1,25,0.2281243042127334,20,3,79,0.8,228,rough,10
2,2,2,26,0.4088361096806592,32,3,79,0.8,228,rough,10
3,3,3,27,0.3497707564649559,27,3,79,0.8,228,rough,10
4,4,4,28,0.5148563773448515,41,3,79,0.8,228,rough,10
5,5,5,23,0.5203961562592467,40,3,79,0.8,228,rough,10
6,6,6,29,0.6246363938212622,50,3,79,0.8,228,rough,10
7,7,7,30,0.3786308762969797,29,3,79,0.8,228,rough,10
8,8,8,22,0.7257926713384931,58,3,79,0.8,228,rough,10
9,9,9,21,0.4846633284295411,39,3,79,0.8,228,rough,10
10,10,10,20,0.0,1,3,79,0.8,228,rough,10
