,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,18,0.6509898737549125,45,39,70,0.2,1,rough,10
1,1,1,19,0.2570548916436322,18,39,70,0.2,1,rough,10
2,2,2,17,1.0,70,39,70,0.2,1,rough,10
3,3,3,16,0.6727279360336191,48,39,70,0.2,1,rough,10
4,4,4,20,0.0,1,39,70,0.2,1,rough,10
5,5,5,15,0.2092814497667947,15,39,70,0.2,1,rough,10
6,6,6,17,1.0,70,39,70,0.2,1,rough,10
7,7,7,18,0.6509898737549125,46,39,70,0.2,1,rough,10
8,8,8,17,1.0,71,39,70,0.2,1,rough,10
9,9,9,18,0.6509898737549125,46,39,70,0.2,1,rough,10
10,10,10,17,1.0,71,39,70,0.2,1,rough,10
