,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,20,0.5488710695342938,40,3,74,1,196,smooth,10
1,1,1,19,0.346309168484694,27,3,74,1,196,smooth,10
2,2,2,18,0.0360493064443643,3,3,74,1,196,smooth,10
3,3,3,21,0.4300722619829549,32,3,74,1,196,smooth,10
4,4,4,22,0.1664920410086617,13,3,74,1,196,smooth,10
5,5,5,23,0.0,0,3,74,1,196,smooth,10
6,6,6,24,0.0177582321817013,1,3,74,1,196,smooth,10
7,7,7,25,0.1525756686839944,11,3,74,1,196,smooth,10
8,8,8,26,0.2488926002354922,20,3,74,1,196,smooth,10
9,9,9,27,0.2527205247281528,17,3,74,1,196,smooth,10
10,10,10,28,0.2583755096368173,20,3,74,1,196,smooth,10
