,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,18,0.1493996640954031,10,10,60,0.6,203,rough,10
1,1,1,17,0.5187488927640268,32,10,60,0.6,203,rough,10
2,2,2,19,0.0,1,10,60,0.6,203,rough,10
3,3,3,16,1.0,59,10,60,0.6,203,rough,10
4,4,4,15,0.6215778629619544,37,10,60,0.6,203,rough,10
5,5,5,14,0.5561728183291577,34,10,60,0.6,203,rough,10
6,6,6,20,0.3761734089277076,22,10,60,0.6,203,rough,10
7,7,7,13,0.4425482142862454,26,10,60,0.6,203,rough,10
8,8,8,12,0.5389318183899124,32,10,60,0.6,203,rough,10
9,9,9,11,0.9944976369171052,61,10,60,0.6,203,rough,10
10,10,10,10,0.9631410498633852,58,10,60,0.6,203,rough,10
