,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,13,0.4389251374159741,28,21,64,0,43,rough,10
1,1,1,14,0.6510829912939476,42,21,64,0,43,rough,10
2,2,2,15,0.5478272881798594,35,21,64,0,43,rough,10
3,3,3,16,0.5601893450807077,35,21,64,0,43,rough,10
4,4,4,17,0.6044276122661437,39,21,64,0,43,rough,10
5,5,5,18,0.6883985028448881,41,21,64,0,43,rough,10
6,6,6,19,0.560421715112876,38,21,64,0,43,rough,10
7,7,7,20,0.2914324057188202,18,21,64,0,43,rough,10
8,8,8,19,0.560421715112876,36,21,64,0,43,rough,10
9,9,9,18,0.6883985028448881,44,21,64,0,43,rough,10
10,10,10,17,0.6044276122661437,39,21,64,0,43,rough,10
