,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,23,0.6873480977629163,48,13,70,0.6,202,rough,10
1,1,1,24,0.8578289439670664,60,13,70,0.6,202,rough,10
2,2,2,25,0.835059450382272,60,13,70,0.6,202,rough,10
3,3,3,26,0.5981090253993594,41,13,70,0.6,202,rough,10
4,4,4,25,0.835059450382272,60,13,70,0.6,202,rough,10
5,5,5,24,0.8578289439670664,60,13,70,0.6,202,rough,10
6,6,6,25,0.835059450382272,58,13,70,0.6,202,rough,10
7,7,7,24,0.8578289439670664,61,13,70,0.6,202,rough,10
8,8,8,25,0.835059450382272,59,13,70,0.6,202,rough,10
9,9,9,24,0.8578289439670664,62,13,70,0.6,202,rough,10
10,10,10,25,0.835059450382272,59,13,70,0.6,202,rough,10
