,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,4,0.4335360090946156,30,6,73,1,243,rough,10
1,1,1,5,0.1694480926269691,12,6,73,1,243,rough,10
2,2,2,6,0.3137027734653435,25,6,73,1,243,rough,10
3,3,3,7,0.3744445524084639,27,6,73,1,243,rough,10
4,4,4,3,0.7125645622989514,52,6,73,1,243,rough,10
5,5,5,2,0.1910771969892208,12,6,73,1,243,rough,10
6,6,6,4,0.4335360090946156,32,6,73,1,243,rough,10
7,7,7,8,0.0809117159078142,6,6,73,1,243,rough,10
8,8,8,9,0.1823259195590274,12,6,73,1,243,rough,10
9,9,9,1,0.0,0,6,73,1,243,rough,10
10,10,10,3,0.7125645622989514,52,6,73,1,243,rough,10
