,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,22,0.2799582115794313,19,13,74,0,3,rough,10
1,1,1,23,0.6873480977629163,52,13,74,0,3,rough,10
2,2,2,24,0.8578289439670664,62,13,74,0,3,rough,10
3,3,3,25,0.835059450382272,60,13,74,0,3,rough,10
4,4,4,26,0.5981090253993594,44,13,74,0,3,rough,10
5,5,5,23,0.6873480977629163,51,13,74,0,3,rough,10
6,6,6,24,0.8578289439670664,64,13,74,0,3,rough,10
7,7,7,25,0.835059450382272,62,13,74,0,3,rough,10
8,8,8,24,0.8578289439670664,62,13,74,0,3,rough,10
9,9,9,25,0.835059450382272,62,13,74,0,3,rough,10
10,10,10,24,0.8578289439670664,65,13,74,0,3,rough,10
