,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,20,0.4879354979703924,36,6,72,1,239,rough,10
1,1,1,19,0.8179174035888768,58,6,72,1,239,rough,10
2,2,2,18,0.993617036115647,72,6,72,1,239,rough,10
3,3,3,17,0.6695509431437915,48,6,72,1,239,rough,10
4,4,4,16,0.4103089002383267,30,6,72,1,239,rough,10
5,5,5,19,0.8179174035888768,58,6,72,1,239,rough,10
6,6,6,18,0.993617036115647,72,6,72,1,239,rough,10
7,7,7,19,0.8179174035888768,59,6,72,1,239,rough,10
8,8,8,18,0.993617036115647,72,6,72,1,239,rough,10
9,9,9,19,0.8179174035888768,59,6,72,1,239,rough,10
10,10,10,18,0.993617036115647,72,6,72,1,239,rough,10
