,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,7,0.5503685628711116,38,10,69,0.4,57,rough,10
1,1,1,6,0.4235682796501017,30,10,69,0.4,57,rough,10
2,2,2,8,0.3934294520700327,25,10,69,0.4,57,rough,10
3,3,3,9,0.5177452266633278,36,10,69,0.4,57,rough,10
4,4,4,10,0.9631410498633852,67,10,69,0.4,57,rough,10
5,5,5,11,0.9944976369171052,69,10,69,0.4,57,rough,10
6,6,6,12,0.5389318183899124,36,10,69,0.4,57,rough,10
7,7,7,13,0.4425482142862454,30,10,69,0.4,57,rough,10
8,8,8,14,0.5561728183291577,39,10,69,0.4,57,rough,10
9,9,9,15,0.6215778629619544,43,10,69,0.4,57,rough,10
10,10,10,16,1.0,68,10,69,0.4,57,rough,10
