,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,7,0.2722430179886226,21,19,78,0.4,11,rough,10
1,1,1,8,0.5035127606287736,39,19,78,0.4,11,rough,10
2,2,2,9,0.5185585717629998,40,19,78,0.4,11,rough,10
3,3,3,10,0.5488188641039033,43,19,78,0.4,11,rough,10
4,4,4,11,0.7459675833050228,57,19,78,0.4,11,rough,10
5,5,5,12,0.8842934598303646,70,19,78,0.4,11,rough,10
6,6,6,13,1.0,78,19,78,0.4,11,rough,10
7,7,7,14,0.9636546096148284,75,19,78,0.4,11,rough,10
8,8,8,15,0.9654237027436138,77,19,78,0.4,11,rough,10
9,9,9,14,0.9636546096148284,77,19,78,0.4,11,rough,10
10,10,10,13,1.0,79,19,78,0.4,11,rough,10
