,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,25,0.4957695194975224,31,17,61,1,195,rough,10
1,1,1,26,0.50837389412921,30,17,61,1,195,rough,10
2,2,2,24,0.2954206500372349,19,17,61,1,195,rough,10
3,3,3,27,0.5490802756920385,33,17,61,1,195,rough,10
4,4,4,28,0.6427444382856763,40,17,61,1,195,rough,10
5,5,5,29,0.8714406805005026,53,17,61,1,195,rough,10
6,6,6,30,0.6053106824746499,35,17,61,1,195,rough,10
7,7,7,29,0.8714406805005026,52,17,61,1,195,rough,10
8,8,8,28,0.6427444382856763,39,17,61,1,195,rough,10
9,9,9,27,0.5490802756920385,36,17,61,1,195,rough,10
10,10,10,26,0.50837389412921,29,17,61,1,195,rough,10
