,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,3,0.2642533018651916,20,19,77,0.2,19,rough,10
1,1,1,4,0.3803759917727276,28,19,77,0.2,19,rough,10
2,2,2,5,0.4883116475922681,39,19,77,0.2,19,rough,10
3,3,3,6,0.3926874657528152,31,19,77,0.2,19,rough,10
4,4,4,7,0.2722430179886226,21,19,77,0.2,19,rough,10
5,5,5,8,0.5035127606287736,38,19,77,0.2,19,rough,10
6,6,6,9,0.5185585717629998,38,19,77,0.2,19,rough,10
7,7,7,10,0.5488188641039033,43,19,77,0.2,19,rough,10
8,8,8,11,0.7459675833050228,56,19,77,0.2,19,rough,10
9,9,9,12,0.8842934598303646,68,19,77,0.2,19,rough,10
10,10,10,13,1.0,76,19,77,0.2,19,rough,10
