,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,14,0.783394480752409,51,3,64,0.6,204,rough,10
1,1,1,15,0.6781859873024033,45,3,64,0.6,204,rough,10
2,2,2,13,0.935724702067916,60,3,64,0.6,204,rough,10
3,3,3,12,1.0,65,3,64,0.6,204,rough,10
4,4,4,11,0.9952541178795606,63,3,64,0.6,204,rough,10
5,5,5,16,0.2428700607558257,15,3,64,0.6,204,rough,10
6,6,6,17,0.1678778422723857,13,3,64,0.6,204,rough,10
7,7,7,18,0.3769557993226995,24,3,64,0.6,204,rough,10
8,8,8,19,0.223965118669288,14,3,64,0.6,204,rough,10
9,9,9,20,0.0,0,3,64,0.6,204,rough,10
10,10,10,13,0.935724702067916,61,3,64,0.6,204,rough,10
