,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,7,0.536962438365207,43,14,80,0.4,2,rough,10
1,1,1,8,0.444761676461663,35,14,80,0.4,2,rough,10
2,2,2,9,0.6346036384231863,50,14,80,0.4,2,rough,10
3,3,3,10,0.6015967713897674,49,14,80,0.4,2,rough,10
4,4,4,11,0.4519758847934451,35,14,80,0.4,2,rough,10
5,5,5,9,0.6346036384231863,51,14,80,0.4,2,rough,10
6,6,6,8,0.444761676461663,36,14,80,0.4,2,rough,10
7,7,7,9,0.6346036384231863,51,14,80,0.4,2,rough,10
8,8,8,7,0.536962438365207,43,14,80,0.4,2,rough,10
9,9,9,9,0.6346036384231863,51,14,80,0.4,2,rough,10
10,10,10,8,0.444761676461663,37,14,80,0.4,2,rough,10
