,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,3,0.7395235364103776,48,15,66,0.4,39,rough,10
1,1,1,4,0.9966837725251272,65,15,66,0.4,39,rough,10
2,2,2,5,0.8836367912011707,57,15,66,0.4,39,rough,10
3,3,3,6,0.7098101457463769,49,15,66,0.4,39,rough,10
4,4,4,7,0.7658262245616495,51,15,66,0.4,39,rough,10
5,5,5,8,0.6360666488499358,43,15,66,0.4,39,rough,10
6,6,6,9,0.5859618548382588,40,15,66,0.4,39,rough,10
7,7,7,10,0.7818645619232797,52,15,66,0.4,39,rough,10
8,8,8,11,1.0,65,15,66,0.4,39,rough,10
9,9,9,12,0.8892907645532425,60,15,66,0.4,39,rough,10
10,10,10,13,0.4460235164029772,30,15,66,0.4,39,rough,10
