,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,28,0.5315619748611723,36,26,68,0.8,207,rough,10
1,1,1,27,0.7789387356153767,54,26,68,0.8,207,rough,10
2,2,2,26,1.0,69,26,68,0.8,207,rough,10
3,3,3,25,0.814003284113426,55,26,68,0.8,207,rough,10
4,4,4,29,0.4801531713828332,32,26,68,0.8,207,rough,10
5,5,5,30,0.3632565978712885,25,26,68,0.8,207,rough,10
6,6,6,27,0.7789387356153767,55,26,68,0.8,207,rough,10
7,7,7,26,1.0,69,26,68,0.8,207,rough,10
8,8,8,25,0.814003284113426,55,26,68,0.8,207,rough,10
9,9,9,27,0.7789387356153767,54,26,68,0.8,207,rough,10
10,10,10,26,1.0,68,26,68,0.8,207,rough,10
