,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,14,0.4835283363563987,31,38,66,0.6,200,rough,10
1,1,1,15,0.6436020801376504,44,38,66,0.6,200,rough,10
2,2,2,16,0.9387325506776064,62,38,66,0.6,200,rough,10
3,3,3,17,0.6785432713507503,44,38,66,0.6,200,rough,10
4,4,4,18,0.3999882993131025,28,38,66,0.6,200,rough,10
5,5,5,16,0.9387325506776064,61,38,66,0.6,200,rough,10
6,6,6,15,0.6436020801376504,45,38,66,0.6,200,rough,10
7,7,7,16,0.9387325506776064,59,38,66,0.6,200,rough,10
8,8,8,15,0.6436020801376504,43,38,66,0.6,200,rough,10
9,9,9,16,0.9387325506776064,64,38,66,0.6,200,rough,10
10,10,10,15,0.6436020801376504,42,38,66,0.6,200,rough,10
