,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,16,0.6283557105829345,51,33,77,0.6,227,rough,10
1,1,1,15,0.6974800921499918,51,33,77,0.6,227,rough,10
2,2,2,17,0.4855516678212551,39,33,77,0.6,227,rough,10
3,3,3,14,0.3554319846638396,27,33,77,0.6,227,rough,10
4,4,4,18,0.7329903376579091,56,33,77,0.6,227,rough,10
5,5,5,19,0.6006166587381232,44,33,77,0.6,227,rough,10
6,6,6,13,0.306270934850429,24,33,77,0.6,227,rough,10
7,7,7,20,0.2839167612589167,23,33,77,0.6,227,rough,10
8,8,8,12,0.7099794034296423,54,33,77,0.6,227,rough,10
9,9,9,11,0.8605779054676187,66,33,77,0.6,227,rough,10
10,10,10,21,0.2777338090079018,22,33,77,0.6,227,rough,10
