,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,20,0.4459701866343787,35,30,79,0.2,47,rough,10
1,1,1,19,0.3044167031324064,23,30,79,0.2,47,rough,10
2,2,2,21,0.5769969872497501,45,30,79,0.2,47,rough,10
3,3,3,22,0.3605261036572353,29,30,79,0.2,47,rough,10
4,4,4,23,0.1261732068113072,10,30,79,0.2,47,rough,10
5,5,5,21,0.5769969872497501,45,30,79,0.2,47,rough,10
6,6,6,20,0.4459701866343787,36,30,79,0.2,47,rough,10
7,7,7,19,0.3044167031324064,23,30,79,0.2,47,rough,10
8,8,8,21,0.5769969872497501,46,30,79,0.2,47,rough,10
9,9,9,22,0.3605261036572353,29,30,79,0.2,47,rough,10
10,10,10,21,0.5769969872497501,44,30,79,0.2,47,rough,10
