,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,25,0.814003284113426,63,26,79,0.4,29,rough,10
1,1,1,24,0.5993402010427997,48,26,79,0.4,29,rough,10
2,2,2,26,1.0,80,26,79,0.4,29,rough,10
3,3,3,27,0.7789387356153767,62,26,79,0.4,29,rough,10
4,4,4,28,0.5315619748611723,41,26,79,0.4,29,rough,10
5,5,5,23,0.7147031365549676,59,26,79,0.4,29,rough,10
6,6,6,29,0.4801531713828332,37,26,79,0.4,29,rough,10
7,7,7,22,0.698234010499189,55,26,79,0.4,29,rough,10
8,8,8,21,0.4631139748397245,38,26,79,0.4,29,rough,10
9,9,9,30,0.3632565978712885,29,26,79,0.4,29,rough,10
10,10,10,26,1.0,78,26,79,0.4,29,rough,10
