,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,22,1.0,69,7,70,1,188,rough,10
1,1,1,21,0.5622082797169747,39,7,70,1,188,rough,10
2,2,2,20,0.1458174967532269,10,7,70,1,188,rough,10
3,3,3,23,0.7268443233895278,51,7,70,1,188,rough,10
4,4,4,24,0.38762589327331,26,7,70,1,188,rough,10
5,5,5,19,0.3583899748066923,25,7,70,1,188,rough,10
6,6,6,23,0.7268443233895278,51,7,70,1,188,rough,10
7,7,7,25,0.427499048636322,29,7,70,1,188,rough,10
8,8,8,26,0.4857687373965502,35,7,70,1,188,rough,10
9,9,9,27,0.2898055547052017,20,7,70,1,188,rough,10
10,10,10,23,0.7268443233895278,50,7,70,1,188,rough,10
