,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,1,0.3809509173056094,23,23,64,1,259,smooth,10
1,1,1,2,0.3028864837325101,21,23,64,1,259,smooth,10
2,2,2,3,0.3276623496001734,22,23,64,1,259,smooth,10
3,3,3,4,0.3792348177046287,23,23,64,1,259,smooth,10
4,4,4,5,0.410173173550744,26,23,64,1,259,smooth,10
5,5,5,6,0.425072974889556,27,23,64,1,259,smooth,10
6,6,6,7,0.3521644802369776,22,23,64,1,259,smooth,10
7,7,7,8,0.1697098947443901,11,23,64,1,259,smooth,10
8,8,8,5,0.410173173550744,27,23,64,1,259,smooth,10
9,9,9,6,0.425072974889556,28,23,64,1,259,smooth,10
10,10,10,7,0.3521644802369776,22,23,64,1,259,smooth,10
