,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,3,0.2686953336281025,18,2,61,0.2,16,rough,10
1,1,1,4,0.2143865690809701,12,2,61,0.2,16,rough,10
2,2,2,5,0.3383567745988567,21,2,61,0.2,16,rough,10
3,3,3,6,0.6497501954458332,39,2,61,0.2,16,rough,10
4,4,4,7,0.9431653125242438,57,2,61,0.2,16,rough,10
5,5,5,8,1.0,62,2,61,0.2,16,rough,10
6,6,6,9,0.7107425431413056,44,2,61,0.2,16,rough,10
7,7,7,10,0.5497138044516832,33,2,61,0.2,16,rough,10
8,8,8,7,0.9431653125242438,58,2,61,0.2,16,rough,10
9,9,9,8,1.0,62,2,61,0.2,16,rough,10
10,10,10,7,0.9431653125242438,60,2,61,0.2,16,rough,10
