,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,23,0.5390719315171875,42,23,80,0,9,rough,10
1,1,1,22,0.5429699720482415,42,23,80,0,9,rough,10
2,2,2,24,0.7046905508594735,57,23,80,0,9,rough,10
3,3,3,25,1.0,81,23,80,0,9,rough,10
4,4,4,26,0.941801311629799,76,23,80,0,9,rough,10
5,5,5,21,0.5422109204680851,43,23,80,0,9,rough,10
6,6,6,20,0.4539483198877463,36,23,80,0,9,rough,10
7,7,7,19,0.5039791783503855,41,23,80,0,9,rough,10
8,8,8,25,1.0,80,23,80,0,9,rough,10
9,9,9,24,0.7046905508594735,58,23,80,0,9,rough,10
10,10,10,25,1.0,79,23,80,0,9,rough,10
