,Unnamed: 0,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment,horizons
0,0,0,7,0.597087753798208,37,27,63,1,261,smooth,10
1,1,1,8,0.3782775272986667,26,27,63,1,261,smooth,10
2,2,2,9,0.3244014536251028,18,27,63,1,261,smooth,10
3,3,3,6,0.7763280434400782,49,27,63,1,261,smooth,10
4,4,4,5,0.7460892199563453,46,27,63,1,261,smooth,10
5,5,5,6,0.7763280434400782,51,27,63,1,261,smooth,10
6,6,6,5,0.7460892199563453,47,27,63,1,261,smooth,10
7,7,7,4,0.4896495768012984,31,27,63,1,261,smooth,10
8,8,8,3,0.1599425510155726,11,27,63,1,261,smooth,10
9,9,9,2,0.0,0,27,63,1,261,smooth,10
10,10,10,7,0.597087753798208,40,27,63,1,261,smooth,10
