,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,8,0.44476167646166304,32,14,74,0,64,rough
1,1,9,0.6346036384231863,45,14,74,0,64,rough
2,2,10,0.6015967713897674,45,14,74,0,64,rough
3,3,11,0.4519758847934451,34,14,74,0,64,rough
4,4,12,0.3488361525184188,23,14,74,0,64,rough
5,5,9,0.6346036384231863,46,14,74,0,64,rough
6,6,10,0.6015967713897674,46,14,74,0,64,rough
7,7,8,0.44476167646166304,33,14,74,0,64,rough
8,8,9,0.6346036384231863,46,14,74,0,64,rough
9,9,10,0.6015967713897674,46,14,74,0,64,rough
10,10,9,0.6346036384231863,48,14,74,0,64,rough
