,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,23,0.4696954068905368,35,38,69,0.8,3,smooth
1,1,24,0.6413145202224522,44,38,69,0.8,3,smooth
2,2,25,0.6654568885510724,46,38,69,0.8,3,smooth
3,3,26,0.6218182510791745,43,38,69,0.8,3,smooth
4,4,22,0.22481987265700515,16,38,69,0.8,3,smooth
5,5,21,0.11772205384311518,8,38,69,0.8,3,smooth
6,6,24,0.6413145202224522,44,38,69,0.8,3,smooth
7,7,25,0.6654568885510724,45,38,69,0.8,3,smooth
8,8,26,0.6218182510791745,44,38,69,0.8,3,smooth
9,9,24,0.6413145202224522,44,38,69,0.8,3,smooth
10,10,25,0.6654568885510724,46,38,69,0.8,3,smooth
