,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,5,0.0,0,0,69,0,45,rough
1,1,6,0.2716347551846297,18,0,69,0,45,rough
2,2,7,0.5053684940518911,34,0,69,0,45,rough
3,3,8,0.7440650857610247,52,0,69,0,45,rough
4,4,9,0.9552038482559212,64,0,69,0,45,rough
5,5,10,0.7482169457852379,51,0,69,0,45,rough
6,6,9,0.9552038482559212,66,0,69,0,45,rough
7,7,8,0.7440650857610247,52,0,69,0,45,rough
8,8,9,0.9552038482559212,66,0,69,0,45,rough
9,9,8,0.7440650857610247,52,0,69,0,45,rough
10,10,9,0.9552038482559212,65,0,69,0,45,rough
