,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,5,0.403356998889531,26,26,64,0,68,smooth
1,1,6,0.5054816669017494,34,26,64,0,68,smooth
2,2,7,0.7506084765638589,49,26,64,0,68,smooth
3,3,8,0.9557327198254492,62,26,64,0,68,smooth
4,4,9,0.9142781590145536,59,26,64,0,68,smooth
5,5,10,0.6654476365366124,43,26,64,0,68,smooth
6,6,9,0.9142781590145536,59,26,64,0,68,smooth
7,7,8,0.9557327198254492,63,26,64,0,68,smooth
8,8,7,0.7506084765638589,48,26,64,0,68,smooth
9,9,6,0.5054816669017494,33,26,64,0,68,smooth
10,10,8,0.9557327198254492,61,26,64,0,68,smooth
