,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,30,0.12331097535627483,9,15,72,0,61,smooth
1,1,29,0.0,0,15,72,0,61,smooth
2,2,28,0.09332101497317599,7,15,72,0,61,smooth
3,3,27,0.25280383828378855,17,15,72,0,61,smooth
4,4,26,0.3431290248158007,24,15,72,0,61,smooth
5,5,25,0.42846776730019726,31,15,72,0,61,smooth
6,6,24,0.5953514037778586,46,15,72,0,61,smooth
7,7,23,0.7924694395892842,57,15,72,0,61,smooth
8,8,22,0.929753563824119,68,15,72,0,61,smooth
9,9,21,0.9693273453441724,70,15,72,0,61,smooth
10,10,20,0.883900592049785,64,15,72,0,61,smooth
