,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,20,0.7995467053596134,56,27,69,0.4,62,rough
1,1,19,0.837687101803423,58,27,69,0.4,62,rough
2,2,18,1.0,68,27,69,0.4,62,rough
3,3,17,0.7555603954098976,51,27,69,0.4,62,rough
4,4,21,0.2952536112595885,21,27,69,0.4,62,rough
5,5,19,0.837687101803423,59,27,69,0.4,62,rough
6,6,20,0.7995467053596134,55,27,69,0.4,62,rough
7,7,19,0.837687101803423,58,27,69,0.4,62,rough
8,8,18,1.0,69,27,69,0.4,62,rough
9,9,17,0.7555603954098976,51,27,69,0.4,62,rough
10,10,19,0.837687101803423,57,27,69,0.4,62,rough
